candidato,id,celda,ubicacion,cita,categoria,veredicto,ocurrencias,justificacion,refs
K-063,,celda-en-evaluacion,sut/README.md:736,"| **`@noble/hashes` (Keccak-256)** | Necesario para el checksum **EIP-55** de la dirección mostrada. Es la misma biblioteca que usa el backend, sin dependencias nativas |",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-064,,celda-en-evaluacion,sut/README.md:824,"│   ├── config.ts                # EXPO_PUBLIC_API_BASE_URL, red Sepolia",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-065,,celda-en-evaluacion,sut/README.md:834,│   │   ├── address.ts           # checksum EIP-55 (Keccak-256),,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-066,,celda-en-evaluacion,sut/README.md:835,│   │   └── eip681.ts            # URI del QR de depósito,,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-067,,celda-en-evaluacion,sut/README.md:852,"| **El QR codifica un URI EIP-681, no la dirección pelada** | `HU-11-06` RN-2: así una wallet externa no puede equivocarse de red ni de activo. ETH nativo → `ethereum:<address>@11155111`; USDC-mock → `ethereum:<tokenA…",,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-068,,celda-en-evaluacion,sut/README.md:854,"| **El checksum EIP-55 se valida en el cliente** | La dirección la deriva el backend (épica 06) y llega ya con checksum; el cliente lo **verifica** y avisa en pantalla si no cierra, en vez de mostrar como buena una di…",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-069,,celda-en-evaluacion,sut/README.md:868,"`value`, así que el URI EIP-681 que se codificaría se verifica igual.",,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-070,,celda-en-evaluacion,sut/README.md:893,"| `AT-11-06-01` | Dirección `0x`+40 hex con checksum EIP-55 traída de la API, su QR (`ethereum:<address>@11155111`), la acción de copiar (copia el **address**) y la leyenda de red Sepolia (`chainId 11155111`) + activo…",,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-071,,celda-en-evaluacion,sut/README.md:894,"| `AT-11-06-26` | QR de USDC-mock exactamente `ethereum:<tokenAddress>@11155111/transfer?address=<depositAddress>`, con el address en texto **además** como respaldo; el `tokenAddress` sale de la respuesta de la API y …",,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-072,,celda-en-evaluacion,sut/README.md:895,"| `AT-11-06-17` (b, c) | Ningún componente de depósito renderiza mnemonics/seeds/claves (ni siquiera si el backend las devolviera) y ningún request saliente las lleva | `tests/deposit/deposit-security.test.tsx` |",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-073,,celda-en-evaluacion,sut/README.md:898,Además: `EIP-55` con los **vectores oficiales del ERC-55** y `EIP-681` con los dos formatos de,,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-074,,celda-en-evaluacion,sut/README.md:921,"devolvió el backend tiene checksum EIP-55 válido, que el QR codifica el URI EIP-681 de ETH y —al",,CORRECTO,1,"Uso correcto de ERC-681: `ethereum:` [`pay-`] target [`@` chain_id decimal] [`/` function] [`?` params]; sin function_name = pago nativo; ERC-20 = `transfer` con parámetro `address` (corpus/documentos/erc-681.md, Specification Syntax/Semantics). chainId 11155111 lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1 (§2.6).",
K-075,,celda-en-evaluacion,sut/README.md:962,componente de depósito renderiza mnemonics/claves y que ningún request saliente lleva esos,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-076,,celda-en-evaluacion,sut/backend/.env.example:33,"# Mnemonic BIP-39 de 24 palabras a importar (opcional). Si se omite, se genera uno nuevo",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-077,,celda-en-evaluacion,sut/backend/.env.example:35,# WALLET_MNEMONIC=,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-078,,celda-en-evaluacion,sut/backend/.env.example:36,# WALLET_MNEMONIC_PASSPHRASE=,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-079,,celda-en-evaluacion,sut/backend/.env.example:38,"# ---- Red on-chain (Sepolia, chainId 11155111) ----",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-080,,celda-en-evaluacion,sut/backend/.env.example:39,ETH_RPC_URL=http://host.docker.internal:8545,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-081,,celda-en-evaluacion,sut/backend/.env.example:40,# OBLIGATORIA. Dirección del contrato ERC-20 USDC-mock del entorno (6 decimales). Es un,,CORRECTO,1,"USDC-mock como token ERC-20 del proyecto (spec/00-fundaciones/activos-y-par-de-trading.md §2.2); no se atribuye a ERC-20 una semántica falsa (p. ej. revert obligatorio de `transfer`) (corpus/documentos/erc-20.md, Specification).",
K-082,,celda-en-evaluacion,sut/backend/.env.example:43,"# `GET /api/v1/deposit-address?asset=USDC`, normalizada a checksum EIP-55.",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-083,,celda-en-evaluacion,sut/backend/src/config/index.ts:4,"* Todo lo que depende del entorno (puerto, base de datos, endpoint JSON-RPC, credencial de",,CORRECTO,1,"JSON-RPC: `eth_chainId` existe y retorna quantity hex; `eth_getBalance(address, block)` existe (corpus/documentos/ethereum-json-rpc.md, §eth_chainId y §eth_getBalance; Conventions Hex value encoding). No hay método inventado.",
K-084,,celda-en-evaluacion,sut/backend/src/config/index.ts:6,"* entorno. Los valores que la spec fija como constantes del proyecto (chainId, red,",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-085,,celda-en-evaluacion,sut/backend/src/config/index.ts:14,import { toChecksumAddress } from '../wallet/crypto/address.js';,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-086,,celda-en-evaluacion,sut/backend/src/config/index.ts:17,export const CHAIN_ID = '11155111' as const;,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-087,,celda-en-evaluacion,sut/backend/src/config/index.ts:18,export const NETWORK_NAME = 'sepolia' as const;,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-088,,celda-en-evaluacion,sut/backend/src/config/index.ts:19,export const COIN_TYPE = 60 as const;,,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-089,,celda-en-evaluacion,sut/backend/src/config/index.ts:56,"/** Mnemonic importado por configuración (opcional). Si falta, se genera uno nuevo. */",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-090,,celda-en-evaluacion,sut/backend/src/config/index.ts:57,mnemonic: string | undefined;,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-091,,celda-en-evaluacion,sut/backend/src/config/index.ts:62,chainId: string;,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-092,,celda-en-evaluacion,sut/backend/src/config/index.ts:150,"* Dirección Ethereum **obligatoria** de configuración, normalizada a checksum EIP-55.",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-093,,celda-en-evaluacion,sut/backend/src/config/index.ts:158,"* HU-09-01 RN-10 y HU-06-04 RN-6 exigen que `tokenAddress` viaje con checksum EIP-55, así",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-094,,celda-en-evaluacion,sut/backend/src/config/index.ts:160,"* **es** un checksum: si no verifica, se rechaza (probablemente hay un dígito equivocado).",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-095,,celda-en-evaluacion,sut/backend/src/config/index.ts:175,const carriesChecksum = body !== body.toLowerCase() && body !== body.toUpperCase();,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-096,,celda-en-evaluacion,sut/backend/src/config/index.ts:176,const checksummed = toChecksumAddress(value);,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-097,,celda-en-evaluacion,sut/backend/src/config/index.ts:177,if (carriesChecksum && value !== checksummed) {,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-098,,celda-en-evaluacion,sut/backend/src/config/index.ts:179,`${name} está en mixed-case pero su checksum EIP-55 no verifica: se esperaba ` +,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-099,,celda-en-evaluacion,sut/backend/src/config/index.ts:180,"`""${checksummed}"" y se recibió ""${value}"".`,",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-100,,celda-en-evaluacion,sut/backend/src/config/index.ts:183,return checksummed;,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-101,,celda-en-evaluacion,sut/backend/src/config/index.ts:239,const rpcUrl = env.ETH_RPC_URL?.trim() ? env.ETH_RPC_URL.trim() : undefined;,,CORRECTO,1,"§2: uso trivial o correcto del término de dominio (identificador, código de error, columna, import o mención) sin afirmación falsa identificable sobre un estándar. No aplica C1–C6.",
K-102,,celda-en-evaluacion,sut/backend/src/config/index.ts:241,"throw new ConfigError(`ETH_RPC_URL debe ser una URL http(s)/ws(s); se recibió ""${rpcUrl}"".`);",,CORRECTO,1,"§2: uso trivial o correcto del término de dominio (identificador, código de error, columna, import o mención) sin afirmación falsa identificable sobre un estándar. No aplica C1–C6.",
K-103,,celda-en-evaluacion,sut/backend/src/config/index.ts:252,"mnemonic: env.WALLET_MNEMONIC?.trim() ? env.WALLET_MNEMONIC.trim() : undefined,",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
